gemeente,jaar_vkl,incident_count,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Aantal incidenten per 1000 inwoners
Haarlemmermeer,2016,2068,144518,14.309636169888872
Haarlemmermeer,2017,2079,146003,14.239433436299255
Halderberge,2008,184,29488,6.239826370048833
Halderberge,2009,92,29271,3.1430426018926583
Halderberge,2010,137,29291,4.677204602096207
Halderberge,2011,128,29292,4.369793800355046
Halderberge,2012,130,29325,4.43307757885763
Halderberge,2013,150,29231,5.13153843522288
Halderberge,2014,154,29340,5.2488070892978875
Halderberge,2015,158,29484,5.358838692172026
Halderberge,2016,152,29531,5.147133520707054
Halderberge,2017,141,29579,4.766895432570405
Hardenberg,2008,526,58207,9.036713797309602
Hardenberg,2009,394,58650,6.7178175618073315
Hardenberg,2010,577,59014,9.777340969939337
Hardenberg,2011,478,59283,8.06301975271157
Hardenberg,2012,359,59430,6.040720174995793
Hardenberg,2013,391,59585,6.562054208273894
Hardenberg,2014,355,59577,5.958675327727144
Hardenberg,2015,406,59577,6.814710374809071
Hardenberg,2016,302,59687,5.059728249032453
Hardenberg,2017,320,60211,5.31464350367873
Harderwijk,2008,389,42333,9.189048732667185
Harderwijk,2009,346,43092,8.029332590736098
Harderwijk,2010,437,44010,9.929561463303795
Harderwijk,2011,337,44932,7.5002225585328945
Harderwijk,2012,353,45429,7.770366946223778
Harderwijk,2013,353,45650,7.732749178532311
Harderwijk,2014,346,45732,7.565818245429896
Harderwijk,2015,397,45776,8.672666899685424
Harderwijk,2016,389,45966,8.462776835051995
Harderwijk,2017,342,46352,7.378322402485329
Hardinxveld-Giessendam,2008,127,17604,7.214269484208134
Hardinxveld-Giessendam,2009,97,17538,5.530847302999201
Hardinxveld-Giessendam,2010,119,17497,6.801165914156712
Hardinxveld-Giessendam,2011,115,17535,6.558311947533505
Hardinxveld-Giessendam,2012,139,17654,7.873569729239832
Hardinxveld-Giessendam,2013,114,17722,6.4326825414738735
Hardinxveld-Giessendam,2014,168,17758,9.460524833877688
Hardinxveld-Giessendam,2015,135,17802,7.583417593528817
Hardinxveld-Giessendam,2016,170,17774,9.564532463148419
Hardinxveld-Giessendam,2017,142,17872,7.945389435989258
Haren,2008,132,18706,7.056559392708222
Haren,2009,81,18632,4.347359381708888
Haren,2010,89,18516,4.806653704903868
Haren,2011,96,18515,5.184985147177964
Haren,2012,132,18457,7.151758140542883
Haren,2013,104,18642,5.578800557880055
Haren,2014,68,18782,3.62048770099031
Haren,2015,101,18924,5.33713802578736
Haren,2016,119,19076,6.238205074439086
Haren,2017,116,19570,5.927439959121103
Harlingen,2008,66,15567,4.239737907111197
Harlingen,2009,53,15689,3.378163044171075
Harlingen,2010,67,15809,4.238092225947245
Harlingen,2011,71,15878,4.471595918881471
Harlingen,2012,62,15844,3.9131532441302697
Harlingen,2013,73,15854,4.604516210420083
Harlingen,2014,52,15821,3.286770747740345
Harlingen,2015,77,15779,4.879903669434058
Harlingen,2016,74,15813,4.67969392272181
Harlingen,2017,69,15860,4.350567465321564
Hattem,2008,133,11657,11.409453547224844
Hattem,2009,120,11708,10.24940211820977
Hattem,2010,148,11792,12.550881953867028
Hattem,2011,124,11762,10.54242475769427
Hattem,2012,139,11805,11.77467174925879
Hattem,2013,164,11769,13.934913756478885
Hattem,2014,114,11732,9.717013296965565
Hattem,2015,154,11821,13.027662634294899
Hattem,2016,174,11890,14.634146341463415
Hattem,2017,173,12040,14.368770764119603
Heemskerk,2008,216,38381,5.62778458091243
Heemskerk,2009,182,38485,4.7291152397037814
Heemskerk,2010,192,38848,4.942339373970346
Heemskerk,2011,208,39206,5.305310411671683
Heemskerk,2012,195,39268,4.96587552205358
Heemskerk,2013,200,39117,5.1128665286192705
Heemskerk,2014,181,39088,4.630577159230454
Heemskerk,2015,172,39138,4.394705912412489
Heemskerk,2016,160,39299,4.0713504160411205
Heemskerk,2017,174,39171,4.442061729340583
Heemstede,2008,152,25626,5.93147584484508
Heemstede,2009,85,25680,3.309968847352025
Heemstede,2010,182,26058,6.984419372169776
Heemstede,2011,162,26297,6.160398524546526
Heemstede,2012,155,26242,5.906561999847572
Heemstede,2013,173,26317,6.573697609909945
Heemstede,2014,151,26364,5.7275072067971475
Heemstede,2015,166,26480,6.268882175226586
Heemstede,2016,163,26766,6.08981543749533
Heemstede,2017,145,26936,5.383130383130383
Heerde,2008,134,18212,7.357786075115309
Heerde,2009,121,18313,6.607328127559657
Heerde,2010,168,18313,9.173810953967127
Heerde,2011,129,18300,7.049180327868852
Heerde,2012,157,18244,8.605568954176716
Heerde,2013,145,18399,7.880863090385347
Heerde,2014,123,18490,6.652244456462953
Heerde,2015,148,18512,7.994814174589455
Heerde,2016,137,18556,7.383056693252856
Heerde,2017,140,18561,7.542697052960508
Heerenveen,2008,344,43027,7.994979896344156
Heerenveen,2009,286,43334,6.599898463100567
Heerenveen,2010,247,43418,5.6888847943249345
Heerenveen,2011,308,43454,7.087955078934045
Heerenveen,2012,354,43514,8.135312772900676
Heerenveen,2013,308,43323,7.109387623202456
Heerenveen,2014,260,49899,5.210525261027275
Heerenveen,2015,356,50141,7.0999780618655395
Heerenveen,2016,326,50290,6.482402068005567
Heerenveen,2017,342,50203,6.81234189191881
Heerhugowaard,2008,400,50390,7.938082952966859
Heerhugowaard,2009,189,50883,3.714403631861329
Heerhugowaard,2010,386,51178,7.542303333463598
Heerhugowaard,2011,313,51985,6.020967586803885
Heerhugowaard,2012,290,52483,5.5255987653144825
Heerhugowaard,2013,334,52893,6.314635206927192
Heerhugowaard,2014,281,53307,5.27135273041064
Heerhugowaard,2015,323,53554,6.031295514807484
Heerhugowaard,2016,401,53927,7.435978266916387
Heerhugowaard,2017,416,54950,7.570518653321201
Heerlen,2008,872,89671,9.724437108987297
Heerlen,2009,659,89356,7.374994404404853
Heerlen,2010,630,89236,7.059930969563854
Heerlen,2011,501,89212,5.615836434560373
Heerlen,2012,429,89016,4.819358317605824
Heerlen,2013,539,88747,6.073444736160096
Heerlen,2014,520,88259,5.89175041638813
Heerlen,2015,617,87500,7.051428571428572
Heerlen,2016,669,87406,7.6539368006772985
Heerlen,2017,719,87189,8.246453107616786
Heeze-Leende,2008,150,15133,9.912112601599155
Heeze-Leende,2009,84,15194,5.5284980913518496
Heeze-Leende,2010,164,15260,10.747051114023591
Heeze-Leende,2011,158,15295,10.330173259235044
Heeze-Leende,2012,136,15352,8.858780614903596
Heeze-Leende,2013,157,15405,10.191496267445634
Heeze-Leende,2014,153,15353,9.965479059467205
Heeze-Leende,2015,169,15477,10.91942882987659
Heeze-Leende,2016,179,15650,11.437699680511184
Heeze-Leende,2017,172,15714,10.945653557337407
Heiloo,2008,95,22024,4.313476207773339
Heiloo,2009,45,22216,2.0255671588044653
Heiloo,2010,91,22451,4.053271569195136
Heiloo,2011,58,22580,2.5686448184233837
Heiloo,2012,70,22650,3.0905077262693155
Heiloo,2013,86,22594,3.806320262016465
Heiloo,2014,67,22636,2.959886905813748
Heiloo,2015,93,22553,4.123619917527602
Heiloo,2016,97,22689,4.275199435849971
Heiloo,2017,134,22857,5.862536640854005
Den Helder,2008,340,57795,5.882861839259451
Den Helder,2009,220,57526,3.824357681743907
Den Helder,2010,356,57403,6.2017664581990495
Den Helder,2011,329,57207,5.751044452601954
Den Helder,2012,295,57065,5.169543503022869
Den Helder,2013,305,56947,5.355857200554902
Den Helder,2014,248,56597,4.381857695637578
Den Helder,2015,317,56483,5.612308128109342
Den Helder,2016,346,56275,6.148378498445135
Den Helder,2017,329,56020,5.872902534808997
Hellendoorn,2008,272,36059,7.543193100196899
Hellendoorn,2009,201,35846,5.6073202030910005
Hellendoorn,2010,205,35791,5.72769690704367
Hellendoorn,2011,190,35747,5.315131339692841
Hellendoorn,2012,190,35796,5.307855626326964
Hellendoorn,2013,209,35743,5.847298771787483
Hellendoorn,2014,200,35711,5.600515247402761
Hellendoorn,2015,222,35622,6.2321037561057775
Hellendoorn,2016,240,35651,6.731928978149281
Hellendoorn,2017,187,35772,5.227552275522756
Hellevoetsluis,2008,108,39620,2.7258960121150935
Hellevoetsluis,2009,104,39629,2.62434076055414
Hellevoetsluis,2010,151,39756,3.7981688298621594
Hellevoetsluis,2011,112,39739,2.8183899947155187
Hellevoetsluis,2012,106,39442,2.687490492368541
Hellevoetsluis,2013,103,39086,2.635214654863634
Hellevoetsluis,2014,134,38953,3.4400431288989295
Hellevoetsluis,2015,150,38882,3.8578262435059925
Hellevoetsluis,2016,149,38634,3.8567065279287673
Hellevoetsluis,2017,152,38722,3.9254170755642783
Helmond,2008,593,86767,6.83439556513421
Helmond,2009,397,87757,4.5238556468429865
Helmond,2010,697,88291,7.894349367432694
Helmond,2011,580,88560,6.549232158988257
Helmond,2012,446,88801,5.022465963221135
Helmond,2013,422,89023,4.740347999955068
Helmond,2014,397,89256,4.447880254548714
Helmond,2015,446,89718,4.971131768429969
Helmond,2016,466,90127,5.170481653666493
Helmond,2017,443,90602,4.889516787708881
Hendrik-Ido-Ambacht,2008,131,24854,5.270781363160859
Hendrik-Ido-Ambacht,2009,91,25881,3.5160928866736216
Hendrik-Ido-Ambacht,2010,147,26897,5.465293527159163
Hendrik-Ido-Ambacht,2011,136,27616,4.924681344148319
Hendrik-Ido-Ambacht,2012,155,28257,5.485366457868846
Hendrik-Ido-Ambacht,2013,120,28641,4.189797842254111
Hendrik-Ido-Ambacht,2014,118,28911,4.0814914738334895
Hendrik-Ido-Ambacht,2015,122,29156,4.184387433118397
Hendrik-Ido-Ambacht,2016,158,29408,5.372687704026116
Hendrik-Ido-Ambacht,2017,135,29731,4.540715078537553
's-Hertogenbosch,2008,421,136481,3.084678453411098
's-Hertogenbosch,2009,320,137775,2.322627472328071
's-Hertogenbosch,2010,994,139607,7.119986820145122
's-Hertogenbosch,2011,998,140786,7.088773031409373
's-Hertogenbosch,2012,954,141893,6.7233760650631105
's-Hertogenbosch,2013,1139,142817,7.975241042733007
's-Hertogenbosch,2014,965,143733,6.713837462517306
's-Hertogenbosch,2015,1164,150889,7.714280033667133
's-Hertogenbosch,2016,1159,151608,7.644715318452852
's-Hertogenbosch,2017,1104,152411,7.243571658213646
Heumen,2008,91,16628,5.472696656242483
Heumen,2009,71,16623,4.271190519160199
Heumen,2010,81,16632,4.87012987012987
Heumen,2011,65,16494,3.940826967382079
Heumen,2012,79,16413,4.813257783464327
Heumen,2013,81,16455,4.922515952597994
Heumen,2014,92,16334,5.632423166401371
Heumen,2015,133,16383,8.11817127510224
Heumen,2016,154,16360,9.41320293398533
Heumen,2017,139,16475,8.43702579666161
Heusden,2008,84,42942,1.9561268687997764
Heusden,2009,42,43060,0.9753831862517418
Heusden,2010,188,42995,4.372601465286661
Heusden,2011,205,43119,4.754284654096802
Heusden,2012,167,43112,3.873631471516051
Heusden,2013,187,43244,4.324299324761816
Heusden,2014,190,43165,4.401714351905479
Heusden,2015,221,43132,5.12380599091162
Heusden,2016,226,43274,5.222535471645792
Heusden,2017,238,43516,5.469252688666238
Hillegom,2008,145,20348,7.126007470021623
Hillegom,2009,79,20487,3.856103870747303
Hillegom,2010,123,20484,6.004686584651435
Hillegom,2011,114,20627,5.526736801279876
Hillegom,2012,116,20831,5.568623685852815
Hillegom,2013,108,20868,5.175388154111558
Hillegom,2014,63,20944,3.0080213903743314
Hillegom,2015,89,21101,4.217809582484243
Hillegom,2016,90,21089,4.267627673194556
Hillegom,2017,102,21316,4.785137924563708
Hilvarenbeek,2008,59,15107,3.9054742834447604
Hilvarenbeek,2009,49,15041,3.2577621168805266
Hilvarenbeek,2010,60,14978,4.005875283749499
Hilvarenbeek,2011,48,15035,3.192550714998337
Hilvarenbeek,2012,41,15047,2.7247956403269753
Hilvarenbeek,2013,33,15086,2.1874585708604
Hilvarenbeek,2014,38,15092,2.5178902729923136
Hilvarenbeek,2015,80,15042,5.318441696582901
Hilvarenbeek,2016,93,15164,6.13294645212345
Hilvarenbeek,2017,75,15283,4.90741346594255
Hilversum,2008,580,83815,6.920002386207719
Hilversum,2009,271,84422,3.210063727464405
Hilversum,2010,620,84573,7.330944864200158
Hilversum,2011,445,84984,5.2362797703097055
Hilversum,2012,507,85537,5.92725954849948
Hilversum,2013,466,86017,5.417533743329807
Hilversum,2014,429,86426,4.963784046467498
Hilversum,2015,450,87161,5.162859535801562
Hilversum,2016,533,87830,6.06854150062621
Hilversum,2017,542,88888,6.097560975609756
Hof van Twente,2008,315,35181,8.953696597595293
Hof van Twente,2009,178,35151,5.0638673152968625
Hof van Twente,2010,218,35468,6.146385474230292
Hof van Twente,2011,191,35573,5.369240716273579
Hof van Twente,2012,184,35599,5.168684513609933
Hof van Twente,2013,229,35215,6.502910691466705
Hof van Twente,2014,185,34997,5.286167385775924
Hof van Twente,2015,239,34917,6.8448033908984165
Hof van Twente,2016,237,34881,6.79452997333792
Hof van Twente,2017,189,35011,5.398303390363028
Hollands Kroon,2008,328,,
Hollands Kroon,2009,165,,
Hollands Kroon,2010,343,,
Hollands Kroon,2011,261,,
Hollands Kroon,2012,243,47703,5.094019244072699
Hollands Kroon,2013,269,47643,5.646159981529291
Hollands Kroon,2014,229,47502,4.820849648435856
Hollands Kroon,2015,273,47546,5.741807933369789
Hollands Kroon,2016,315,47546,6.625163000042065
Hollands Kroon,2017,325,47600,6.8277310924369745
Hoogeveen,2008,694,54468,12.741426158478372
Hoogeveen,2009,405,54652,7.410524774939618
Hoogeveen,2010,359,54805,6.550497217407171
Hoogeveen,2011,304,54844,5.542994675807746
Hoogeveen,2012,368,54889,6.704439869554919
Hoogeveen,2013,365,54874,6.651601851514378
Hoogeveen,2014,294,54664,5.37831113712864
Hoogeveen,2015,366,54860,6.671527524608093
Hoogeveen,2016,337,55240,6.10065170166546
Hoogeveen,2017,409,55311,7.394550812677406
Hoorn,2008,430,68696,6.259461977407709
Hoorn,2009,172,69358,2.4798869632919054
Hoorn,2010,473,70252,6.732904401298184
Hoorn,2011,403,70697,5.7003833260251495
Hoorn,2012,384,71254,5.389171134252112
Hoorn,2013,359,71360,5.0308295964125564
Hoorn,2014,362,71703,5.048603266251063
Hoorn,2015,401,71880,5.578742348358375
Hoorn,2016,430,72172,5.9579892479077765
Hoorn,2017,472,72493,6.51097347330087
Horst aan de Maas,2008,183,28975,6.315789473684211
Horst aan de Maas,2009,136,29286,4.6438571331011405
Horst aan de Maas,2010,272,41465,6.559749186060532
Horst aan de Maas,2011,202,41814,4.830917874396135
Horst aan de Maas,2012,201,41917,4.795190495503017
Horst aan de Maas,2013,222,41810,5.3097345132743365
Horst aan de Maas,2014,251,41727,6.015289860282311
Horst aan de Maas,2015,304,41661,7.296992390965171
Horst aan de Maas,2016,256,41675,6.142771445710858
Horst aan de Maas,2017,274,42139,6.502290040105366
Houten,2008,126,46475,2.7111350188273264
Houten,2009,89,47243,1.8838769764832886
Houten,2010,221,47622,4.640712275838898
Houten,2011,155,47935,3.233545426097841
Houten,2012,189,48309,3.91231447556356
Houten,2013,167,48429,3.448347064775238
Houten,2014,149,48421,3.077177257801367
Houten,2015,177,48637,3.6392047206858975
Houten,2016,183,48765,3.7526914795447555
Houten,2017,206,49300,4.178498985801217
Huizen,2008,126,41880,3.008595988538682
Huizen,2009,38,42040,0.9039010466222644
Huizen,2010,181,41934,4.3163065770019555
Huizen,2011,145,41726,3.4750515266260846
Huizen,2012,130,41574,3.1269543464665417
Huizen,2013,144,41445,3.474484256243214
Huizen,2014,102,41245,2.473027033579828
Huizen,2015,120,41315,2.9045140989955223
Huizen,2016,139,41373,3.3596790177168683
Huizen,2017,151,41382,3.6489294862500605
Hulst,2008,108,27944,3.8648726023475524
Hulst,2009,80,27886,2.8688230653374456
Hulst,2010,187,27860,6.712132089016511
Hulst,2011,143,27719,5.158916266820592
Hulst,2012,167,27632,6.043717429067748
Hulst,2013,140,27514,5.088318674129534
Hulst,2014,110,27388,4.0163575288447495
Hulst,2015,145,27360,5.299707602339181
Hulst,2016,167,27372,6.101125237468946
Hulst,2017,164,27395,5.986493885745574
IJsselstein,2008,100,34059,2.936081505622596
IJsselstein,2009,78,34163,2.2831718525890583
IJsselstein,2010,173,34226,5.054636825804944
IJsselstein,2011,136,34348,3.9594736229183654
IJsselstein,2012,117,34271,3.413965160047854
IJsselstein,2013,153,34254,4.4666316342616925
IJsselstein,2014,106,34275,3.092633114514953
IJsselstein,2015,114,34061,3.3469363788497106
IJsselstein,2016,143,34101,4.193425412744495
IJsselstein,2017,128,34208,3.7418147801683816
Kaag en Braassem,2008,171,,
Kaag en Braassem,2009,146,25412,5.7453171729891395
Kaag en Braassem,2010,168,25642,6.551751033460729
Kaag en Braassem,2011,205,25744,7.963020509633313
Kaag en Braassem,2012,143,25737,5.556203131678129
Kaag en Braassem,2013,179,25715,6.960917752284659
Kaag en Braassem,2014,135,25745,5.243736647892795
Kaag en Braassem,2015,166,25844,6.423154310478254
Kaag en Braassem,2016,188,26108,7.200857974567183
Kaag en Braassem,2017,232,26374,8.79654204898764
Kampen,2008,419,49385,8.484357598461072
Kampen,2009,291,49860,5.836341756919374
Kampen,2010,431,50051,8.611216559109709
Kampen,2011,349,50403,6.924191020375771
Kampen,2012,316,50705,6.232127009170694
Kampen,2013,355,50924,6.971172727986804
Kampen,2014,263,51092,5.147576920065764
Kampen,2015,336,51432,6.532897806812879
Kampen,2016,363,51950,6.987487969201155
Kampen,2017,354,52511,6.741444649692446
Kapelle,2008,83,12047,6.889682078525774
Kapelle,2009,50,12288,4.069010416666667
Kapelle,2010,107,12402,8.6276407031124
Kapelle,2011,125,12365,10.109179134654266
Kapelle,2012,86,12398,6.936602677851266
Kapelle,2013,105,12495,8.403361344537815
Kapelle,2014,78,12500,6.24
Kapelle,2015,73,12545,5.819051414906337
Kapelle,2016,97,12639,7.674657805206108
Kapelle,2017,110,12622,8.714942164474728
Katwijk,2008,267,61180,4.364171297809742
Katwijk,2009,202,61337,3.293281379917505
Katwijk,2010,283,61828,4.577214207155334
Katwijk,2011,268,62044,4.319515182773515
Katwijk,2012,255,62476,4.08156732185159
Katwijk,2013,240,62688,3.8284839203675345
Katwijk,2014,232,62782,3.6953266859928005
Katwijk,2015,222,63633,3.4887558342369527
Katwijk,2016,249,64239,3.8761500023350304
Katwijk,2017,314,64532,4.865803012458935
Kerkrade,2008,429,48334,8.875739644970414
Kerkrade,2009,286,48076,5.948914219153008
Kerkrade,2010,219,47684,4.592735508766043
Kerkrade,2011,201,47409,4.239701322533696
Kerkrade,2012,167,47280,3.532148900169205
Kerkrade,2013,221,47194,4.682798660846718
Kerkrade,2014,245,46784,5.236833105335157
Kerkrade,2015,281,46524,6.039893388358697
Kerkrade,2016,342,46023,7.431067075158073
Kerkrade,2017,293,45937,6.378300716198272
Koggenland,2008,151,21495,7.024889509188183
Koggenland,2009,103,21792,4.726505139500735
Koggenland,2010,149,21969,6.7822841276343935
Koggenland,2011,148,22082,6.702291459106965
Koggenland,2012,125,22345,5.5940926381740885
Koggenland,2013,161,22376,7.195209152663567
Koggenland,2014,103,22485,4.580831665554814
Koggenland,2015,147,22426,6.554891643627932
Koggenland,2016,214,22471,9.523385697120734
Koggenland,2017,225,22522,9.990231773377142
Korendijk,2008,46,10934,4.207060545088714
Korendijk,2009,31,10925,2.8375286041189933
Korendijk,2010,64,10891,5.876411716095858
Korendijk,2011,31,10848,2.857669616519174
Korendijk,2012,28,10801,2.592352559948153
Korendijk,2013,24,10774,2.2275849266753296
Korendijk,2014,22,10702,2.0556905251354887
Korendijk,2015,41,10778,3.8040452774169604
Korendijk,2016,30,10825,2.771362586605081
Korendijk,2017,47,10959,4.288712473765854
Krimpen aan den IJssel,2008,34,28807,1.1802686846946921
Krimpen aan den IJssel,2009,44,28907,1.5221226692496628
Krimpen aan den IJssel,2010,77,28812,2.672497570456754
Krimpen aan den IJssel,2011,78,28626,2.7247956403269753
Krimpen aan den IJssel,2012,71,28692,2.4745573679074306
Krimpen aan den IJssel,2013,60,28855,2.0793623288858085
Krimpen aan den IJssel,2014,66,28825,2.289679098005204
Krimpen aan den IJssel,2015,85,28970,2.9340697273041076
Krimpen aan den IJssel,2016,75,29054,2.5814001514421423
Krimpen aan den IJssel,2017,77,29123,2.6439583834083025
Krimpenerwaard,2008,210,,
Krimpenerwaard,2009,177,,
Krimpenerwaard,2010,259,,
Krimpenerwaard,2011,204,,
Krimpenerwaard,2012,189,,
Krimpenerwaard,2013,213,,
Krimpenerwaard,2014,185,,
Krimpenerwaard,2015,161,54208,2.97004132231405
Krimpenerwaard,2016,223,54653,4.080288364774121
Krimpenerwaard,2017,235,55204,4.2569379030505035
Laarbeek,2008,152,21783,6.977918560345223
Laarbeek,2009,101,21717,4.650734447667726
Laarbeek,2010,138,21581,6.394513692599972
Laarbeek,2011,131,21532,6.083968047557124
Laarbeek,2012,108,21608,4.998148833765272
Laarbeek,2013,105,21767,4.823815868057151
Laarbeek,2014,113,21802,5.183010732960279
Laarbeek,2015,121,21913,5.521836352849907
Laarbeek,2016,104,21965,4.734805372183018
Laarbeek,2017,115,21942,5.241090146750524
Landerd,2008,39,14796,2.635847526358475
Landerd,2009,27,14805,1.82370820668693
Landerd,2010,95,14888,6.38097796883396
Landerd,2011,101,14941,6.759922361287733
Landerd,2012,70,15066,4.6462232842161155
Landerd,2013,94,15223,6.1748669775996845
Landerd,2014,91,15266,5.960958993842526
Landerd,2015,104,15290,6.801831262262916
Landerd,2016,124,15303,8.102986342547212
Landerd,2017,126,15332,8.218105922254109
Landgraaf,2008,223,38748,5.75513574894188
Landgraaf,2009,166,38713,4.287965282979878
Landgraaf,2010,104,38457,2.7043191096549393
Landgraaf,2011,120,38186,3.142512962865972
Landgraaf,2012,89,38067,2.337983029920929
Landgraaf,2013,132,37911,3.481839044076917
Landgraaf,2014,134,37573,3.5663907593218536
Landgraaf,2015,156,37456,4.164886800512601
Landgraaf,2016,197,37465,5.258241024956626
Landgraaf,2017,164,37458,4.378236958727108
Landsmeer,2008,37,10173,3.6370785412366065
Landsmeer,2009,22,10139,2.1698392346385247
Landsmeer,2010,50,10233,4.886152643408581
Landsmeer,2011,53,10253,5.1692187652394415
Landsmeer,2012,36,10334,3.4836462163731374
Landsmeer,2013,37,10454,3.5393150947005934
Landsmeer,2014,27,10444,2.5852163921869016
Landsmeer,2015,53,10823,4.896978656564723
Landsmeer,2016,34,10977,3.0973854422884215
Landsmeer,2017,30,11275,2.6607538802660753
Langedijk,2008,139,26047,5.33650708334933
Langedijk,2009,70,26886,2.6035855091869373
Langedijk,2010,131,26955,4.85995177147097
Langedijk,2011,107,26997,3.9634033411119756
Langedijk,2012,103,26991,3.8160868437627355
Langedijk,2013,124,26899,4.609836796906948
Langedijk,2014,84,26935,3.1186188973454616
Langedijk,2015,113,27287,4.1411661230622645
Langedijk,2016,123,27447,4.481364083506394
Langedijk,2017,142,27608,5.143436685018836
Lansingerland,2008,106,49411,2.145271295865293
Lansingerland,2009,104,51019,2.0384562613928146
Lansingerland,2010,175,52565,3.3292114524873964
Lansingerland,2011,140,54090,2.58827879460159
Lansingerland,2012,177,55265,3.2027503845109924
Lansingerland,2013,197,56506,3.4863554312816336
Lansingerland,2014,177,57122,3.0986310003151147
Lansingerland,2015,260,58133,4.472502709304526
Lansingerland,2016,288,59035,4.878461929363937
Lansingerland,2017,252,60105,4.192662840029947
Leek,2008,196,19289,10.161231790139457
Leek,2009,165,19450,8.483290488431876
Leek,2010,143,19364,7.384837843420781
Leek,2011,141,19333,7.293229193606786
Leek,2012,188,19467,9.657368880669852
Leek,2013,141,19611,7.189842435367906
Leek,2014,125,19597,6.378527325611063
Leek,2015,155,19478,7.957695861998152
Leek,2016,139,19536,7.115069615069615
Leek,2017,138,19643,7.025403451611261
Leerdam,2008,106,20624,5.139643134212569
Leerdam,2009,75,20732,3.6175959868801852
Leerdam,2010,104,20745,5.013256206314775
Leerdam,2011,84,20692,4.059539918809201
Leerdam,2012,112,20664,5.420054200542006
Leerdam,2013,74,20718,3.57177333719471
Leerdam,2014,67,20590,3.254006799417193
Leerdam,2015,77,20568,3.7436795021392455
Leerdam,2016,74,20711,3.572980541741104
Leerdam,2017,74,20905,3.5398230088495577
Leeuwarden,2008,510,92864,5.4919021364576155
Leeuwarden,2009,409,93498,4.374425121392971
Leeuwarden,2010,707,94073,7.515440136914949
Leeuwarden,2011,709,94838,7.475906282291908
Leeuwarden,2012,669,95321,7.0183904910775174
Leeuwarden,2013,788,95949,8.212696328257719
Leeuwarden,2014,661,107342,6.157887872407818
Leeuwarden,2015,747,107691,6.936512800512578
Leeuwarden,2016,781,107897,7.238384755831951
Leeuwarden,2017,796,108667,7.325130904506428
Leiden,2008,949,116878,8.119577679289517
Leiden,2009,742,116787,6.353446873367755
Leiden,2010,1054,117123,8.999086430504684
Leiden,2011,1038,117915,8.802951278463299
Leiden,2012,958,118748,8.067504294809176
Leiden,2013,887,119800,7.404006677796327
Leiden,2014,747,121163,6.165248466941228
Leiden,2015,842,121562,6.926506638587717
Leiden,2016,925,122561,7.547262179649318
Leiden,2017,1117,123661,9.03275891348121
Leiderdorp,2008,199,26376,7.544737640279042
Leiderdorp,2009,153,26470,5.780128447298829
Leiderdorp,2010,168,26426,6.357375312192538
Leiderdorp,2011,212,26609,7.967229133000112
Leiderdorp,2012,174,26706,6.515389800044934
Leiderdorp,2013,139,26743,5.197621807575814
Leiderdorp,2014,124,26813,4.624622384664156
Leiderdorp,2015,113,26853,4.208095929691282
Leiderdorp,2016,145,26968,5.376742806288935
Leiderdorp,2017,193,27128,7.114420524918903
Leidschendam-Voorburg,2008,251,72862,3.444868381323598
Leidschendam-Voorburg,2009,250,72697,3.438931455218235
Leidschendam-Voorburg,2010,240,72160,3.3259423503325944
Leidschendam-Voorburg,2011,225,72068,3.1220513959038687
Leidschendam-Voorburg,2012,277,72405,3.825702644844969
Leidschendam-Voorburg,2013,345,72588,4.752851711026616
Leidschendam-Voorburg,2014,324,73356,4.4168166203173564
Leidschendam-Voorburg,2015,411,73979,5.555630651941767
Leidschendam-Voorburg,2016,503,74223,6.776875092626274
Leidschendam-Voorburg,2017,515,74604,6.903115114471074
Lelystad,2008,328,73063,4.489276377920424
Lelystad,2009,251,73848,3.398873361499296
Lelystad,2010,372,74628,4.98472423219167
Lelystad,2011,341,75111,4.539947544301101
Lelystad,2012,375,75312,4.979286169534736
Lelystad,2013,409,75778,5.397344875821479
Lelystad,2014,348,76142,4.570407922040398
Lelystad,2015,431,76418,5.6400324530869685
Lelystad,2016,511,76792,6.654338993645172
Lelystad,2017,546,76937,7.096715494495497
Lemsterland,2008,1,13430,0.0744601638123604
Leudal,2008,260,36744,7.0759851948617465
Leudal,2009,184,36751,5.006666485265707
Leudal,2010,382,36741,10.397104052693177
Leudal,2011,250,36600,6.830601092896175
Leudal,2012,240,36462,6.582195162086556
Leudal,2013,234,36426,6.423982869379015
Leudal,2014,255,36219,7.040503603081256
Leudal,2015,257,36244,7.090828826840305
Leudal,2016,329,36140,9.103486441615937
Leudal,2017,295,35878,8.222308935838118
Leusden,2008,89,28540,3.1184302733006306
Leusden,2009,95,28583,3.323653920162334
Leusden,2010,183,28812,6.351520199916702
Leusden,2011,145,28609,5.068335139291831
Leusden,2012,162,28905,5.604566683964713
Leusden,2013,152,28969,5.246988159756981
Leusden,2014,109,28997,3.7590095527123495
Leusden,2015,128,29062,4.404376849494184
Leusden,2016,148,29309,5.049643454229076
Leusden,2017,122,29677,4.110927654412508
Lingewaal,2008,84,10916,7.6951264199340415
Lingewaal,2009,50,10921,4.578335317278637
Lingewaal,2010,96,10899,8.808147536471235
Lingewaal,2011,73,10878,6.7107924250781394
Lingewaal,2012,102,10895,9.362092703074806
Lingewaal,2013,86,11007,7.813209775597347
Lingewaal,2014,60,11060,5.424954792043399
