gemeente,jaar_vkl,incident_count,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Aantal incidenten per 1000 inwoners
Utrecht (gemeente),2009,1538,299891,5.128530032578503
Utrecht (gemeente),2010,3672,307081,11.957757073866505
Utrecht (gemeente),2011,2762,311367,8.870561106347173
Utrecht (gemeente),2012,3026,316275,9.567623112797408
Utrecht (gemeente),2013,3209,321916,9.968438971657202
Utrecht (gemeente),2014,2604,328164,7.9350568618129955
Utrecht (gemeente),2015,2981,334176,8.92044910466341
Utrecht (gemeente),2016,3375,338967,9.956721450760694
Utrecht (gemeente),2017,3357,343038,9.786087838665106
Utrechtse Heuvelrug,2008,255,48979,5.206312909614324
Utrechtse Heuvelrug,2009,186,48893,3.804225553760252
Utrechtse Heuvelrug,2010,454,48801,9.303088051474356
Utrechtse Heuvelrug,2011,344,48726,7.05988589254197
Utrechtse Heuvelrug,2012,321,48267,6.650506557275157
Utrechtse Heuvelrug,2013,284,48092,5.905348082841221
Utrechtse Heuvelrug,2014,264,47951,5.505620320744093
Utrechtse Heuvelrug,2015,247,48183,5.12628935516676
Utrechtse Heuvelrug,2016,326,48506,6.720818043128685
Utrechtse Heuvelrug,2017,292,49035,5.954930151932293
Vaals,2008,76,9838,7.7251473876804235
Vaals,2009,80,9825,8.142493638676845
Vaals,2010,42,9870,4.25531914893617
Vaals,2011,37,9805,3.7735849056603774
Vaals,2012,42,9749,4.3081341676069345
Vaals,2013,50,9771,5.117183502200389
Vaals,2014,34,9685,3.510583376355189
Vaals,2015,69,9694,7.1178048277284915
Vaals,2016,59,9632,6.1254152823920265
Vaals,2017,61,9710,6.282183316168898
Valkenburg aan de Geul,2008,143,17099,8.36306216737821
Valkenburg aan de Geul,2009,114,17071,6.677991916115048
Valkenburg aan de Geul,2010,65,17090,3.803393797542422
Valkenburg aan de Geul,2011,42,17024,2.4671052631578947
Valkenburg aan de Geul,2012,62,16945,3.658896429625258
Valkenburg aan de Geul,2013,87,16814,5.1742595456167475
Valkenburg aan de Geul,2014,67,16675,4.017991004497752
Valkenburg aan de Geul,2015,111,16618,6.679504152124203
Valkenburg aan de Geul,2016,104,16518,6.296161762925294
Valkenburg aan de Geul,2017,91,16440,5.535279805352798
Valkenswaard,2008,240,30867,7.7752940033045
Valkenswaard,2009,142,30871,4.5997862071199505
Valkenswaard,2010,268,30725,8.722538649308381
Valkenswaard,2011,226,30622,7.380314806348377
Valkenswaard,2012,195,30666,6.358833887693211
Valkenswaard,2013,158,30584,5.166099921527596
Valkenswaard,2014,181,30335,5.966705126091973
Valkenswaard,2015,172,30234,5.688959449626249
Valkenswaard,2016,160,30262,5.287158813032846
Valkenswaard,2017,180,30516,5.898545025560362
Veendam,2008,266,28058,9.480362107063938
Veendam,2009,189,27995,6.751205572423647
Veendam,2010,218,28024,7.779046531544391
Veendam,2011,154,27981,5.50373467710232
Veendam,2012,169,27920,6.053008595988539
Veendam,2013,178,27914,6.37672852332163
Veendam,2014,127,27792,4.569660333909039
Veendam,2015,177,27695,6.391045315038816
Veendam,2016,142,27467,5.1698401718425755
Veendam,2017,156,27527,5.667163148908344
Veenendaal,2008,227,61769,3.6749825964480567
Veenendaal,2009,158,62008,2.548058315056122
Veenendaal,2010,365,62053,5.882068554300356
Veenendaal,2011,325,62267,5.219458139945718
Veenendaal,2012,316,62870,5.026244631779863
Veenendaal,2013,317,63032,5.029191521766721
Veenendaal,2014,249,63252,3.9366344147220644
Veenendaal,2015,259,63440,4.082597730138714
Veenendaal,2016,322,63816,5.045756550081484
Veenendaal,2017,327,64277,5.087356286074335
Veere,2008,108,21998,4.909537230657332
Veere,2009,87,21960,3.961748633879781
Veere,2010,210,21914,9.58291503148672
Veere,2011,155,21926,7.069232874213262
Veere,2012,174,21959,7.923858099184845
Veere,2013,159,21903,7.259279550746474
Veere,2014,131,21868,5.990488384854582
Veere,2015,156,21926,7.114840828240445
Veere,2016,185,21960,8.424408014571949
Veere,2017,145,21900,6.621004566210046
Veghel,2015,4,37754,0.1059490385124755
Veldhoven,2008,232,43056,5.388331475287997
Veldhoven,2009,160,43007,3.7203245983212034
Veldhoven,2010,265,43243,6.128159470897024
Veldhoven,2011,206,43592,4.725637731693889
Veldhoven,2012,201,43880,4.580674567000911
Veldhoven,2013,171,44092,3.878254558650095
Veldhoven,2014,203,44155,4.597440833427698
Veldhoven,2015,234,44166,5.298193180274419
Veldhoven,2016,241,44317,5.438093733781619
Veldhoven,2017,222,44724,4.963777837402737
Velsen,2008,637,67556,9.42921428148499
Velsen,2009,475,67528,7.0341191801919205
Velsen,2010,575,67281,8.546246339977111
Velsen,2011,545,67347,8.09241688568162
Velsen,2012,540,67286,8.025443628689475
Velsen,2013,522,67122,7.776883883078573
Velsen,2014,550,67220,8.18208866408807
Velsen,2015,511,67166,7.608015960456183
Velsen,2016,574,67448,8.510259755663624
Velsen,2017,462,67619,6.832399177745899
Venlo,2008,783,91872,8.522727272727272
Venlo,2009,533,91467,5.827238238927701
Venlo,2010,1109,100301,11.056719274982305
Venlo,2011,930,99793,9.319290932229716
Venlo,2012,802,100027,8.017835184500186
Venlo,2013,791,100159,7.897443065525814
Venlo,2014,789,100428,7.856374716214601
Venlo,2015,1011,100536,10.05609930771067
Venlo,2016,1143,100371,11.387751442149625
Venlo,2017,1090,101059,10.785778604577525
Venray,2008,266,39100,6.80306905370844
Venray,2009,195,39224,4.971446053436671
Venray,2010,280,42718,6.554613980055246
Venray,2011,271,42784,6.334143605086014
Venray,2012,234,42959,5.447054167927559
Venray,2013,279,43038,6.482643245503974
Venray,2014,275,43112,6.378734459083318
Venray,2015,273,43202,6.319151891116151
Venray,2016,377,43291,8.708507541983321
Venray,2017,347,43565,7.96510960633536
Vianen,2008,131,19637,6.671080103885522
Vianen,2009,85,19684,4.318228002438529
Vianen,2010,232,19647,11.808418588079606
Vianen,2011,190,19683,9.653000050805263
Vianen,2012,243,19670,12.353838332486019
Vianen,2013,247,19670,12.557193695983733
Vianen,2014,207,19596,10.56338028169014
Vianen,2015,273,19632,13.905867970660147
Vianen,2016,310,19513,15.886844667657458
Vianen,2017,349,19714,17.703155118190118
Vlaardingen,2008,146,70860,2.0604007902907138
Vlaardingen,2009,135,70433,1.9167151761248278
Vlaardingen,2010,229,70533,3.2467072150624534
Vlaardingen,2011,199,71269,2.79223785937785
Vlaardingen,2012,234,71042,3.2938261873258075
Vlaardingen,2013,263,70905,3.709188350609971
Vlaardingen,2014,244,70981,3.437539623279469
Vlaardingen,2015,367,71645,5.122478888966431
Vlaardingen,2016,368,71808,5.124777183600713
Vlaardingen,2017,364,71999,5.055625772580175
Vlagtwedde,2015,1,16212,0.0616827041697508
Vlieland,2008,2,1124,1.779359430604982
Vlieland,2009,2,1146,1.7452006980802792
Vlieland,2010,1,1160,0.8620689655172413
Vlieland,2011,7,1151,6.081668114682885
Vlieland,2012,2,1105,1.8099547511312217
Vlieland,2013,8,1114,7.1813285457809695
Vlieland,2014,2,1110,1.8018018018018018
Vlieland,2015,3,1103,2.7198549410698094
Vlieland,2016,3,1083,2.770083102493075
Vlieland,2017,3,1085,2.7649769585253456
Vlissingen,2008,223,44798,4.9779007991428195
Vlissingen,2009,174,44712,3.8915727321524423
Vlissingen,2010,343,44645,7.682831224101243
Vlissingen,2011,329,44536,7.387282198670738
Vlissingen,2012,324,44502,7.280571659700688
Vlissingen,2013,266,44451,5.9841173426919525
Vlissingen,2014,213,44444,4.792547925479255
Vlissingen,2015,281,44485,6.316735978419692
Vlissingen,2016,259,44451,5.826640570515849
Vlissingen,2017,283,44394,6.374735324593413
Vlist,2009,1,9808,0.10195758564437195
Voerendaal,2008,87,12757,6.8197852159598655
Voerendaal,2009,52,12749,4.078751274609774
Voerendaal,2010,63,12703,4.95945839565457
Voerendaal,2011,40,12664,3.158559696778269
Voerendaal,2012,33,12664,2.605811749842072
Voerendaal,2013,64,12617,5.072521201553459
Voerendaal,2014,51,12454,4.095069857074032
Voerendaal,2015,55,12397,4.436557231588288
Voerendaal,2016,62,12482,4.967152699887839
Voerendaal,2017,63,12462,5.055368319691864
Voorschoten,2008,90,22861,3.936835658982547
Voorschoten,2009,67,22996,2.913550182640459
Voorschoten,2010,135,23462,5.753985167504902
Voorschoten,2011,111,23865,4.651162790697675
Voorschoten,2012,107,24310,4.401480872069107
Voorschoten,2013,91,24658,3.6904858463784573
Voorschoten,2014,55,24951,2.2043204681175106
Voorschoten,2015,76,25150,3.021868787276342
Voorschoten,2016,74,25211,2.9352266867637145
Voorschoten,2017,89,25315,3.51570215287379
Voorst,2008,247,23660,10.43956043956044
Voorst,2009,243,23706,10.250569476082005
Voorst,2010,295,23772,12.409557462560997
Voorst,2011,218,23703,9.197148040332447
Voorst,2012,182,23719,7.6731734052869
Voorst,2013,185,23724,7.798010453549149
Voorst,2014,207,23767,8.709555265704548
Voorst,2015,248,23913,10.370927947141722
Voorst,2016,231,23984,9.631420947298198
Voorst,2017,214,24199,8.843340633910492
Vught,2008,56,25337,2.210206417492205
Vught,2009,36,25288,1.4236001265422333
Vught,2010,176,25400,6.929133858267717
Vught,2011,135,25654,5.262337257347782
Vught,2012,146,25789,5.661328473380124
Vught,2013,201,25564,7.86261930840244
Vught,2014,190,25638,7.4108744831890165
Vught,2015,179,25853,6.923761265617143
Vught,2016,184,25973,7.084279829053248
Vught,2017,188,26183,7.180231447886032
Waadhoeke,2008,197,,
Waadhoeke,2009,158,,
Waadhoeke,2010,173,,
Waadhoeke,2011,129,,
Waadhoeke,2012,143,,
Waadhoeke,2013,172,,
Waadhoeke,2014,125,,
Waadhoeke,2015,188,,
Waadhoeke,2016,202,,
Waadhoeke,2017,195,,
Waalre,2008,94,16695,5.6304282719377055
Waalre,2009,75,16543,4.533639605875597
Waalre,2010,108,16533,6.5323897659227
Waalre,2011,92,16482,5.581846863244753
Waalre,2012,106,16503,6.423074592498334
Waalre,2013,126,16725,7.533632286995516
Waalre,2014,109,16765,6.501640322099612
Waalre,2015,111,16874,6.5781675951167475
Waalre,2016,110,17023,6.461845738119015
Waalre,2017,110,16898,6.509646111965913
Waalwijk,2008,291,45641,6.375846278565326
Waalwijk,2009,187,45744,4.087967820916404
Waalwijk,2010,336,45751,7.34410176826736
Waalwijk,2011,340,46211,7.357555560364416
Waalwijk,2012,244,46422,5.256128559734608
Waalwijk,2013,297,46438,6.395624273224514
Waalwijk,2014,248,46498,5.333562733881027
Waalwijk,2015,360,46713,7.7066341275447945
Waalwijk,2016,379,47021,8.060228408583399
Waalwijk,2017,364,47410,7.677705125500949
Waddinxveen,2008,222,25638,8.65902176456822
Waddinxveen,2009,162,25436,6.368925931750275
Waddinxveen,2010,178,25400,7.0078740157480315
Waddinxveen,2011,215,25337,8.48561392430043
Waddinxveen,2012,233,25280,9.216772151898734
Waddinxveen,2013,273,25217,10.826030059087124
Waddinxveen,2014,229,25508,8.977575662537244
Waddinxveen,2015,271,25657,10.562419612581362
Waddinxveen,2016,350,26072,13.424363301626265
Waddinxveen,2017,339,26536,12.775097980102501
Wageningen,2008,77,36215,2.1261908049150904
Wageningen,2009,58,36695,1.5805968115547075
Wageningen,2010,130,37359,3.4797505286544075
Wageningen,2011,113,36642,3.0838928006113204
Wageningen,2012,113,37049,3.0500148452049984
Wageningen,2013,123,37408,3.288066723695466
Wageningen,2014,99,37429,2.645007881589142
Wageningen,2015,110,37786,2.9111311067591172
Wageningen,2016,136,37837,3.5943653038031558
Wageningen,2017,123,38458,3.1982942430703623
Wassenaar,2008,172,25763,6.676241120987463
Wassenaar,2009,191,25909,7.371955691072601
Wassenaar,2010,142,25816,5.5004648280136355
Wassenaar,2011,150,25830,5.807200929152149
Wassenaar,2012,158,25762,6.133064203089822
Wassenaar,2013,191,25656,7.444652323043343
Wassenaar,2014,182,25675,7.0886075949367084
Wassenaar,2015,202,25731,7.850452761260736
Wassenaar,2016,209,25885,8.074174232180798
Wassenaar,2017,254,26055,9.748608712339282
Waterland,2008,110,17026,6.46070715376483
Waterland,2009,35,16954,2.0644095788604457
Waterland,2010,109,17057,6.390338277540013
Waterland,2011,94,17140,5.484247374562427
Waterland,2012,77,17010,4.526748971193415
Waterland,2013,80,17091,4.680826165818267
Waterland,2014,56,17134,3.268355316913739
Waterland,2015,99,17143,5.7749518754010385
Waterland,2016,79,17304,4.565418400369857
Waterland,2017,113,17290,6.5355696934644305
Weert,2008,341,48305,7.059310630369526
Weert,2009,215,48332,4.448398576512456
Weert,2010,424,48456,8.750206372791812
Weert,2011,317,48563,6.527603319399543
Weert,2012,337,48668,6.924467822799375
Weert,2013,311,48587,6.40088912672114
Weert,2014,368,48721,7.553211140986433
Weert,2015,421,48914,8.60694279756307
Weert,2016,449,49100,9.144602851323828
Weert,2017,417,49574,8.411667406301689
Weesp,2008,70,17575,3.982930298719772
Weesp,2009,23,17577,1.3085281902486205
Weesp,2010,111,17636,6.293944205035156
Weesp,2011,89,17987,4.948018013009396
Weesp,2012,74,18022,4.1060925535456665
Weesp,2013,73,18151,4.021816979780728
Weesp,2014,47,18172,2.586396654193264
Weesp,2015,57,18348,3.106605624591236
Weesp,2016,66,18572,3.5537368080982126
Weesp,2017,59,18751,3.1464988533944855
Werkendam,2008,177,26415,6.700738216922204
Werkendam,2009,111,26409,4.203112575258435
Werkendam,2010,191,26371,7.242804595957681
Werkendam,2011,147,26353,5.578112548855918
Werkendam,2012,138,26423,5.222722628013472
Werkendam,2013,214,26405,8.104525658019314
Werkendam,2014,216,26387,8.185849092356085
Werkendam,2015,218,26452,8.24134280961742
Werkendam,2016,246,26527,9.27357032457496
Werkendam,2017,243,26844,9.052302190433617
West Maas en Waal,2008,119,18320,6.495633187772926
West Maas en Waal,2009,74,18374,4.027430064221182
West Maas en Waal,2010,108,18413,5.865421169825667
West Maas en Waal,2011,73,18301,3.988853068138353
West Maas en Waal,2012,72,18325,3.9290586630286493
West Maas en Waal,2013,76,18410,4.1281912004345465
West Maas en Waal,2014,68,18419,3.6918399478799064
West Maas en Waal,2015,108,18570,5.81583198707593
West Maas en Waal,2016,105,18693,5.617075910768738
West Maas en Waal,2017,93,18820,4.941551540913921
Westerveld,2008,170,19333,8.793255056121657
Westerveld,2009,111,19302,5.750699409387629
Westerveld,2010,117,19342,6.049012511632717
Westerveld,2011,91,19365,4.6991995868835525
Westerveld,2012,82,19198,4.2712782581518915
Westerveld,2013,92,19091,4.819024671311089
Westerveld,2014,89,18933,4.700786985686368
Westerveld,2015,89,19085,4.663348179198323
Westerveld,2016,101,18940,5.332629355860613
Westerveld,2017,75,19084,3.9299937120100608
Westervoort,2008,30,15478,1.9382349140715853
Westervoort,2009,25,15277,1.636446946389998
Westervoort,2010,62,15237,4.069042462426987
Westervoort,2011,40,15336,2.6082420448617634
Westervoort,2012,51,15294,3.3346410357002747
Westervoort,2013,46,15199,3.0265149022962037
Westervoort,2014,51,15138,3.3690051525961158
Westervoort,2015,49,14992,3.268409818569904
Westervoort,2016,53,15001,3.533097793480435
Westervoort,2017,66,14991,4.402641584950971
Westerwolde,2008,213,,
Westerwolde,2009,156,,
Westerwolde,2010,158,,
Westerwolde,2011,139,,
Westerwolde,2012,128,,
Westerwolde,2013,121,,
Westerwolde,2014,121,,
Westerwolde,2015,140,,
Westerwolde,2016,132,,
Westerwolde,2017,127,,
Westland,2008,550,99299,5.538827178521435
Westland,2009,462,99436,4.64620459390965
Westland,2010,445,99717,4.462629240751326
Westland,2011,400,99776,4.008980115458628
Westland,2012,464,101980,4.549911747401451
Westland,2013,411,102698,4.002025355897875
Westland,2014,395,103241,3.825999360719094
Westland,2015,485,104302,4.64995877356139
Westland,2016,513,104960,4.887576219512195
Westland,2017,630,105632,5.964101787337171
Weststellingwerf,2008,181,25674,7.0499337851522945
Weststellingwerf,2009,178,25802,6.898690024029145
Weststellingwerf,2010,157,25829,6.078438963955244
Weststellingwerf,2011,151,25846,5.842296680337383
Weststellingwerf,2012,164,25780,6.361520558572537
Weststellingwerf,2013,144,25595,5.626098847431138
Weststellingwerf,2014,101,25454,3.967942170189361
Weststellingwerf,2015,176,25525,6.895200783545543
Weststellingwerf,2016,149,25520,5.838557993730407
Weststellingwerf,2017,153,25608,5.974695407685099
Westvoorne,2008,42,14084,2.982107355864811
Westvoorne,2009,41,14031,2.9221010619342884
Westvoorne,2010,60,14057,4.268336060325817
Westvoorne,2011,43,13992,3.073184676958262
Westvoorne,2012,49,13901,3.5249262642975325
Westvoorne,2013,59,13890,4.2476601871850255
Westvoorne,2014,36,13964,2.5780578630764825
Westvoorne,2015,44,14083,3.1243343037705036
Westvoorne,2016,64,14197,4.507994646756357
Westvoorne,2017,65,14257,4.559163919478151
Wierden,2008,291,23365,12.45452600042799
Wierden,2009,189,23467,8.053862871266034
Wierden,2010,224,23447,9.553460997142492
Wierden,2011,169,23630,7.1519255184088015
Wierden,2012,170,23824,7.135661517797179
Wierden,2013,198,23807,8.316881589448482
Wierden,2014,170,23909,7.11029319503116
Wierden,2015,204,23874,8.54486051771802
Wierden,2016,227,23952,9.477287909151636
Wierden,2017,277,24225,11.434468524251807
Wijchen,2008,194,39660,4.891578416540595
Wijchen,2009,143,39948,3.5796535496144988
Wijchen,2010,205,40148,5.106107402610342
Wijchen,2011,142,40507,3.505566939047572
Wijchen,2012,182,40734,4.468011980163991
Wijchen,2013,152,41004,3.706955418983514
Wijchen,2014,199,41043,4.848573447360086
Wijchen,2015,264,40886,6.45697793865871
Wijchen,2016,296,40814,7.252413387563091
Wijchen,2017,333,40876,8.146589685879245
Wijdemeren,2008,103,23432,4.395698190508706
Wijdemeren,2009,42,23327,1.8004887040768207
Wijdemeren,2010,114,23391,4.87366936001026
Wijdemeren,2011,91,23312,3.9035689773507207
Wijdemeren,2012,89,23297,3.820234364939692
Wijdemeren,2013,72,23221,3.1006416605658673
Wijdemeren,2014,63,23187,2.7170397205330574
Wijdemeren,2015,82,23176,3.5381429064549534
Wijdemeren,2016,108,23275,4.640171858216971
Wijdemeren,2017,81,23447,3.4545997355738476
Wijk bij Duurstede,2008,62,23306,2.660259160731142
Wijk bij Duurstede,2009,60,23252,2.580423189403062
Wijk bij Duurstede,2010,126,23157,5.441119315973571
Wijk bij Duurstede,2011,95,23115,4.109885355829548
Wijk bij Duurstede,2012,89,23064,3.8588276101283383
Wijk bij Duurstede,2013,78,23035,3.386151508573909
Wijk bij Duurstede,2014,51,23043,2.2132534826194505
Wijk bij Duurstede,2015,78,23222,3.3588838170700197
Wijk bij Duurstede,2016,81,23384,3.463906944919603
Wijk bij Duurstede,2017,59,23502,2.5104246447110885
Winsum,2008,92,13925,6.6068222621184916
Winsum,2009,65,14084,4.615166145981255
Winsum,2010,74,14073,5.258296027854757
Winsum,2011,55,14054,3.913476590294578
Winsum,2012,62,13987,4.432687495531565
Winsum,2013,53,13906,3.8113044728894003
Winsum,2014,59,13850,4.259927797833935
Winsum,2015,52,13774,3.7752286917380573
Winsum,2016,43,13633,3.1541113474657085
Winsum,2017,45,13596,3.3097969991173875
Winterswijk,2008,214,29182,7.333287643067644
Winterswijk,2009,143,29028,4.926278076340085
Winterswijk,2010,273,29051,9.397266875494818
Winterswijk,2011,205,29026,7.062633500999104
Winterswijk,2012,204,28946,7.047605886823741
Winterswijk,2013,217,28967,7.491283184313184
Winterswijk,2014,190,28881,6.578719573421973
Winterswijk,2015,233,28977,8.040859992407771
Winterswijk,2016,254,28939,8.777082829399772
Winterswijk,2017,205,28912,7.090481460985059
Woensdrecht,2008,119,21637,5.499838240051763
Woensdrecht,2009,53,21700,2.4423963133640556
Woensdrecht,2010,108,21635,4.991911254911024
Woensdrecht,2011,96,21682,4.427635826953233
Woensdrecht,2012,110,21675,5.074971164936563
Woensdrecht,2013,139,21648,6.420916481892092
Woensdrecht,2014,130,21621,6.01267286434485
Woensdrecht,2015,172,21644,7.946775087784144
Woensdrecht,2016,224,21682,10.331150262890876
Woensdrecht,2017,187,21837,8.563447359985345
Woerden,2008,264,48383,5.456461980447678
Woerden,2009,224,48885,4.582182673621766
Woerden,2010,395,49334,8.006648558803258
Woerden,2011,283,49748,5.688670901342768
Woerden,2012,328,50052,6.553184687924559
Woerden,2013,340,50346,6.753267389663528
Woerden,2014,287,50577,5.674516084386183
Woerden,2015,350,50631,6.912760956726117
Woerden,2016,425,51161,8.307108930630754
Woerden,2017,471,51513,9.143323044668337
De Wolden,2008,183,23554,7.769380996858283
De Wolden,2009,132,23544,5.606523955147808
De Wolden,2010,150,23576,6.362402443162538
De Wolden,2011,110,23637,4.653720861361425
De Wolden,2012,115,23753,4.841493706058182
De Wolden,2013,134,23761,5.639493287319557
De Wolden,2014,136,23583,5.766865962769792
De Wolden,2015,132,23661,5.578800557880055
De Wolden,2016,155,23722,6.534019054042661
De Wolden,2017,171,23744,7.201819407008086
Wormerland,2008,84,15901,5.2826866234828005
Wormerland,2009,24,15900,1.5094339622641508
Wormerland,2010,100,15862,6.304375236414072
Wormerland,2011,72,15801,4.556673628251376
Wormerland,2012,73,15781,4.625815854508587
Wormerland,2013,90,15740,5.717916137229987
Wormerland,2014,63,15777,3.993154592127781
Wormerland,2015,104,15740,6.6073697585768745
Wormerland,2016,147,15664,9.384576098059243
Wormerland,2017,106,15820,6.700379266750948
Woudenberg,2008,43,11592,3.709454796411318
Woudenberg,2009,56,11744,4.768392370572207
Woudenberg,2010,91,11905,7.643847123057538
Woudenberg,2011,54,12008,4.497001998667556
Woudenberg,2012,66,12034,5.484460694698354
Woudenberg,2013,69,12321,5.600194789383979
Woudenberg,2014,55,12422,4.427628401223635
Woudenberg,2015,62,12487,4.965163770321134
Woudenberg,2016,69,12550,5.49800796812749
Woudenberg,2017,84,12701,6.613652468309582
Woudrichem,2008,55,14421,3.8138825324180012
Woudrichem,2009,44,14378,3.060230908332174
Woudrichem,2010,67,14430,4.6431046431046425
Woudrichem,2011,34,14423,2.357345905844831
Woudrichem,2012,46,14416,3.190899001109878
Woudrichem,2013,35,14443,2.4233192550024234
Woudrichem,2014,50,14425,3.4662045060658575
Woudrichem,2015,40,14388,2.7800945232137892
Woudrichem,2016,53,14518,3.6506405841024936
Woudrichem,2017,57,14539,3.920489717312057
Zaanstad,2008,801,142863,5.60677012242498
Zaanstad,2009,401,144055,2.7836590191246398
Zaanstad,2010,844,145332,5.807392728373655
Zaanstad,2011,872,146940,5.9343949911528515
Zaanstad,2012,959,148281,6.467450313930982
Zaanstad,2013,903,149622,6.035208725989493
Zaanstad,2014,738,150598,4.9004634855708575
Zaanstad,2015,865,151418,5.7126629594896245
Zaanstad,2016,1048,152466,6.873663636482887
Zaanstad,2017,979,153679,6.370421462919461
Zaltbommel,2008,224,26185,8.554515944242887
Zaltbommel,2009,145,26218,5.530551529483561
Zaltbommel,2010,161,26428,6.092023611321326
Zaltbommel,2011,160,26643,6.005329730135495
Zaltbommel,2012,169,26774,6.312093822364981
Zaltbommel,2013,172,26953,6.381478870626647
Zaltbommel,2014,170,27182,6.254138768302553
Zaltbommel,2015,210,27358,7.675999707580964
Zaltbommel,2016,265,27543,9.621319391496932
Zaltbommel,2017,255,27728,9.196480092325448
Zandvoort,2008,99,16665,5.9405940594059405
Zandvoort,2009,69,16607,4.154874450532908
Zandvoort,2010,126,16632,7.575757575757576
Zandvoort,2011,137,16632,8.237133237133238
Zandvoort,2012,120,16651,7.206774367905831
Zandvoort,2013,120,16593,7.231965286566624
Zandvoort,2014,115,16575,6.938159879336349
Zandvoort,2015,101,16692,6.050802779774743
Zandvoort,2016,118,16792,7.027155788470701
Zandvoort,2017,130,16899,7.692762885377833
Zederik,2008,99,13389,7.394129509298678
Zederik,2009,106,13399,7.911038137174416
Zederik,2010,151,13397,11.271180114951107
Zederik,2011,103,13342,7.7199820116924
Zederik,2012,141,13434,10.495757034390353
Zederik,2013,147,13538,10.858324715615305
Zederik,2014,153,13656,11.203866432337435
Zederik,2015,189,13717,13.77852300065612
Zederik,2016,185,13718,13.485930893716285
Zederik,2017,195,13842,14.087559601213698
Zeewolde,2008,125,20286,6.161885043872622
Zeewolde,2009,107,20773,5.150917055793578
Zeewolde,2010,180,20906,8.609968430115757
Zeewolde,2011,161,21106,7.628162607789255
Zeewolde,2012,147,21288,6.905298759864713
Zeewolde,2013,125,21262,5.879033016649421
Zeewolde,2014,118,21499,5.488627378017582
Zeewolde,2015,116,21894,5.298255229743309
Zeewolde,2016,155,22113,7.009451453895898
Zeewolde,2017,212,22457,9.440263614908492
Zeist,2008,247,60488,4.083454569501389
Zeist,2009,230,60383,3.8090190947783316
Zeist,2010,497,60286,8.244036758119629
Zeist,2011,408,60824,6.707878469025385
Zeist,2012,356,61233,5.81385854032956
Zeist,2013,340,61420,5.535656138065777
Zeist,2014,286,61250,4.669387755102041
Zeist,2015,314,61641,5.094012102334485
Zeist,2016,342,62258,5.4932699412123736
Zeist,2017,329,62830,5.236352061117301
Zevenaar,2008,127,31816,3.9917022881569024
Zevenaar,2009,97,31809,3.0494514131220725
Zevenaar,2010,193,31907,6.04882941047419
Zevenaar,2011,168,32234,5.2118880684991
Zevenaar,2012,221,32429,6.814887908970366
Zevenaar,2013,184,32405,5.678136090109551
Zevenaar,2014,174,32283,5.389833658581916
Zevenaar,2015,252,32265,7.810320781032078
Zevenaar,2016,288,32269,8.924974433666986
Zevenaar,2017,289,32379,8.925538157447729
Zoetermeer,2008,570,119504,4.769714821261213
Zoetermeer,2009,453,120881,3.747487198153556
Zoetermeer,2010,491,121532,4.040088207221144
Zoetermeer,2011,393,121911,3.223663164111524
Zoetermeer,2012,398,122331,3.253468049799315
Zoetermeer,2013,499,123092,4.053878399896012
Zoetermeer,2014,419,123561,3.391037625140619
Zoetermeer,2015,460,124025,3.708929651279984
Zoetermeer,2016,523,124107,4.214105570193462
Zoetermeer,2017,570,124763,4.568662183499916
Zoeterwoude,2008,79,8303,9.514633265084909
Zoeterwoude,2009,53,8193,6.468936897351398
Zoeterwoude,2010,58,8118,7.144616900714461
Zoeterwoude,2011,47,8130,5.781057810578106
Zoeterwoude,2012,61,8171,7.465426508383307
Zoeterwoude,2013,58,8122,7.141098251662152
Zoeterwoude,2014,44,8075,5.4489164086687305
Zoeterwoude,2015,46,8114,5.669213704707912
Zoeterwoude,2016,41,8119,5.049882990516073
Zoeterwoude,2017,59,8367,7.051511891956496
Zuidhorn,2008,133,18374,7.238489169478611
Zuidhorn,2009,106,18478,5.7365515748457625
Zuidhorn,2010,104,18568,5.601034037052995
Zuidhorn,2011,106,18631,5.689442327303956
Zuidhorn,2012,104,18681,5.567153792623522
Zuidhorn,2013,93,18699,4.973527996149527
Zuidhorn,2014,102,18775,5.432756324900133
Zuidhorn,2015,85,18733,4.537447285538889
Zuidhorn,2016,94,18794,5.0015962541236565
Zuidhorn,2017,89,18859,4.7192321968291004
Zuidplas,2008,224,,
Zuidplas,2009,203,,
Zuidplas,2010,241,40410,5.963870329126454
Zuidplas,2011,269,40521,6.6385331062905655
Zuidplas,2012,283,40673,6.957932780960342
Zuidplas,2013,346,40779,8.484759312391182
Zuidplas,2014,357,40892,8.73031399784799
Zuidplas,2015,370,40771,9.075077873979053
Zuidplas,2016,428,40937,10.455089527811026
Zuidplas,2017,542,41468,13.070319282338188
Zundert,2008,117,20947,5.585525373561847
Zundert,2009,55,21083,2.6087368970260396
Zundert,2010,104,21025,4.946492271105827
Zundert,2011,73,21163,3.449416434342957
Zundert,2012,94,21221,4.429574478111305
Zundert,2013,97,21241,4.566639988701096
Zundert,2014,90,21399,4.205804009533156
Zundert,2015,105,21363,4.915040022468754
Zundert,2016,128,21488,5.956813104988831
Zundert,2017,100,21657,4.617444706099644
Zutphen,2008,246,46762,5.2606817501390015
Zutphen,2009,212,46953,4.515153451323664
Zutphen,2010,340,46870,7.254107104757841
